title,ingredients,directions,NER,valid ingredient count,carbon
Grandma'S Rice Pudding,"['1 qt. milk', '4 Tbsp. rice', '4 Tbsp. sugar', '1/2 tsp. salt', '1 tsp. vanilla']","['Mix together the milk, rice, sugar, salt and vanilla.', 'Bake for 2 to 3 hours at 350°.', 'Stir once in a while.']","['sugar', 'vanilla', 'milk', 'rice', 'salt']",5,0
Salad,['1 pkg. raspberry Jell-O'],['Mix and let set.'],['raspberry'],1,0
Mom B'S Peanut Butter Candy,"['2 c. sugar', '3/4 c. milk', '1/4 tsp. salt', '3/4 c. peanut butter', '2 tsp. vanilla']","['Boil sugar, milk and salt until it forms a soft ball.', 'Cool slightly, then add peanut butter and vanilla; beat until creamy. Put in 8 x 8-inch pan.']","['sugar', 'vanilla', 'peanut butter', 'milk', 'salt']",5,0
Milk Toast,"['milk', 'bread']","['Toast some bread.', 'Pour milk into a mug.', 'Tear the toast into strips and dip into milk.', 'Eat.']","['bread', 'milk']",2,0
Fried Toast,"['sliced bread', 'margarine']","['Coat both sides of a slice of bread with margarine.', 'Fry in a hot skillet until brown.', 'Serve like a pancake or French toast with syrup, jam or a poached egg.']","['bread', 'margarine']",2,0
Turkey Ole,"['leftover turkey', 'Minute rice, flavored with medium-hot picante to taste']","['Arrange sliced turkey over flavored rice.', 'Add turkey gravy, if desired.', 'Garnish with ripe olives.']","['rice', 'turkey']",2,0
Special Potatoes,"['1 large potato', '2 tsp. butter', '1 onion', '1 tsp. salt', '1 tsp. pepper']","['Wash potato.', 'Cut into slices (with skin on).', 'Add butter and potato slices to skillet.', 'Add onion, salt and pepper. Continuously stir and flip potatoes with spatula for about 5 minutes.']","['pepper', 'potato', 'onion', 'butter', 'salt']",5,0
Brendan'S Special Drink,"['3 carrots', '1 Granny Smith apple']","['Wash and peel carrots and apple.', 'Cut into small pieces.', 'Put through juicer.', 'A yummy and nutritious drink!']","['apple', 'carrots']",2,0
Peanut Butter Bread Fingers,"['1/2 c. peanut butter', '1 c. milk', '1/2 tsp. salt', '1/4 tsp. pepper', '1 egg, slightly beaten', '12 slices of bread']","['Cream together peanut butter and milk; add salt and pepper, then add slightly beaten egg.', 'Remove crusts from bread slices and cut into narrow strips.', 'Dip in the mixture and saute in butter.']","['bread', 'egg', 'pepper', 'peanut butter', 'milk', 'salt']",6,0
Garlic Oil,"['1 c. olive oil', '5 to 6 large garlic cloves']","['Combine oil and garlic in a covered container.', 'Store in cupboard 2 to 3 days.', 'Shake occasionally.']","['garlic', 'olive oil']",2,0
Easy Peanut Butter Cookies(Children Can Make)  ,"['1 c. peanut butter', '1 egg', '1 c. granulated sugar', '1 tsp. vanilla']","['Combine all four ingredients with a spoon.', 'Chill mixture for at least an hour before baking.', 'Preheat oven to 325°.', 'Roll into small balls and place on an ungreased cookie sheet about 1-inch apart.', 'Press slightly with a fork to flatten.', 'Bake 15 to 20 minutes.', 'Yields 3 dozen.']","['vanilla', 'egg', 'peanut butter', 'sugar']",4,0
Sour Cream Coconut Cake,['1 box butter Duncan Hines yellow cake mix'],"['Make as directed on box.', 'A 3 layer cake.', 'Cool cut into six layers.']",['butter'],1,0
Orange Sugared Nuts,"['2 c. sugar', '10 Tbsp. orange juice', '1/4 tsp. salt', '3 c. nuts']","['Boil until it forms a soft ball.', 'Remove from stove, add nuts. Stir until it begins to whiten.', 'Lift out nuts, put on waxed paper.']","['nuts', 'sugar', 'orange juice', 'salt']",4,0
Surprise Rice And Gravy,"['10 c. rice', '2 c. roast beef', '1 chicken leg', 'bread']","['Cut the chicken and roast beef.', 'Stir it; put in rice.', 'Add some bread and cook for a while.', 'Yum!']","['rice', 'bread', 'beef', 'chicken']",4,0
48 Little Miracles,"['1 c. peanut butter', '1 c. sugar', '1 egg, beaten', '1 tsp. vanilla']","['Combine peanut butter and sugar; mix well.', 'Stir in egg and vanilla.', 'Roll into 48 balls.', 'Place on ungreased pan.', 'Flatten with floured fork.', 'Bake at 350° for 10 minutes.', 'Allow to cool before removing from cookie sheet.', ""That's all there is to it. Enjoy.""]","['vanilla', 'egg', 'peanut butter', 'sugar']",4,0
Banana Sandwiches,"['1 banana, cut lengthwise in 4 slices', '2 slices your favorite bread', 'peanut butter', 'mayonnaise']","['Spread bread with peanut butter and mayonnaise.', 'Put banana between the two slices of bread and add lettuce, if desired.']","['bread', 'banana', 'peanut butter', 'mayonnaise']",4,0
Delicate Pineapple Cake,['1 pkg. Duncan Hines pineapple supreme cake mix'],"['Make the cake mix as directed on package.', 'Preheat oven to 350°.', 'Grease and flour 2 (9 x 13-inch) pans.', 'Divide batter evenly in pans.', 'Bake for 20 to 25 minutes.', 'Cool.']",['pineapple'],1,0
Graham Cracker Treats,"['1/3 box honey graham crackers', '1 stick margarine', '1 stick real butter', '1/2 c. sugar', '1 c. finely chopped nuts']","['Separate crackers and arrange on bottom of a long cookie sheet.', 'Melt margarine and real butter; add sugar and cook 2 minutes.', 'Pour over crackers and sprinkle with nuts.', 'Bake for 10 minutes at 325°.']","['sugar', 'honey', 'nuts', 'margarine', 'butter']",5,0
Marrow Bone Butter,"['3 beef marrow bones', 'pepper and salt']","['Crack bones and roast in 350° oven for 1 hour or when marrow feels soft.', 'Scoop out marrow and season with salt and pepper. Serve on Indian bread or tortillas.']","['beef', 'pepper']",2,0
Scalloped Chicken,"['1 large whole chicken', '1 box saltine crackers']","['Boil chicken until done. Remove from pot and let broth cool. Skim off excess fat from broth. Remove chicken from bone and place in bowl. Crumble crackers over chicken. Pour broth over chicken and crackers. Mix until very moist, but not soupy. Pour into a sprayed 9 x 13 baking dish and bake at 350° until top is golden brown and pulling away from sides of dish.']","['crackers', 'chicken']",2,0
Fruit Dressing,"['1/2 c. yogurt', '4 tsp. unthawed orange juice', '1/2 c. mayonnaise']",['Mix together and pour over any fruit.'],"['yogurt', 'orange juice', 'mayonnaise']",3,0
"Bacon, Cheese, Tomato Sandwiches","['bacon', 'bread', 'cheese', 'tomato', 'butter']","['Cook bacon.', 'On 1', 'slice', 'of', 'bread,', 'put', 'a', 'slice', 'of cheese.', 'On another, put tomato slices.', 'Put bacon between and put the 2 slices of bread together.', 'Butter the sides of bread and cook same as a grilled cheese sandwich.']","['bread', 'bacon', 'tomato', 'cheese', 'butter']",5,0
Clarified Butter,['1 c. butter'],"['Place butter in 2-cup glass measure.', 'Cook on 20% power for 3 1/2 minutes.', 'Let stand 3 to 4 minutes.', 'Skim foam from top. Slowly pour off yellow oil into small serving dish.', 'This is the clarified butter.', 'Discard the leftover impurities.', 'Serve as dipping sauce for clams, crab legs, lobster or shrimp.']",['butter'],1,0
Orange Rolls,"['1 c. orange juice', '3/4 c. sugar', '1/2 stick butter']",['Bring to a rolling boil; set aside to cool.'],"['butter', 'sugar', 'orange juice']",3,0
Hector'S Favorite Flan(Baked Custard)  ,['1/2 c. sugar'],"['Caramelize sugar in skillet on top of stove.', '(Heat until it turns brown.)', 'Pour into 1-quart casserole dish.']",['sugar'],1,0
Easy Shrimp Dip,"['1 carton French onion dip', '1 can tiny cocktail shrimp']",['Rinse shrimp and drain well. Mash 1/2 of the shrimp with a fork. Mix with French onion dip. Fold in the rest of whole shrimp. Chill.'],"['shrimp', 'onion']",2,0
Garlic Storage,['garlic'],['Garlic can be kept indefinitely by putting it in a tightly-covered glass jar and storing it in the freezer.'],['garlic'],1,0
Egg Nog,"['1 c. milk', '2 Tbsp. sugar', '1 egg', '1/4 tsp. vanilla']","['Blend well. Sprinkle with nutmeg.', 'For chocolate, omit vanilla and add chocolate syrup.']","['egg', 'sugar', 'vanilla', 'milk']",4,0
Pineapple Boat,"['1 large pineapple', '1 banana, sliced', '1/4 c. mayonnaise', '1 1/4 c. cooked chicken', '1/4 c. diced celery', '1/2 c. coconut']","['Cut pineapple lengthwise.', 'Scoop out pineapple.', 'Mix pineapple pieces with all of the remaining ingredients.', 'When ready to serve, return ingredients to pineapple halves.']","['celery', 'mayonnaise', 'coconut', 'banana', 'chicken', 'pineapple']",6,0
Toad In A Hole(Breakfast)  ,"['1 slice bread', '1 egg', '1 Tbsp. butter']","['Cut center of bread out with end of a glass or round cookie cutter.', 'Melt butter in a skillet.', 'Add bread (both pieces).', 'Add egg to the center of cut bread.', 'Flip egg as desired.']","['bread', 'egg', 'butter']",3,0
Sweetened Condensed Milk,"['1/3 c. plus 2 Tbsp. evaporated milk', '1 c. sugar', '3 Tbsp. plus 2 tsp. butter']",['Mix together in heavy saucepan. Heat until butter and sugar have melted. Cool and use. Makes 15 ounces.'],"['sugar', 'butter', 'milk']",3,0
Creamy Hot Fudge Sauce,"['1/4 lb. butter', '4 sq. chocolate', '3 c. sugar', '1 can evaporated milk']","['Melt butter over low heat.', 'Add chocolate and melt it, stirring so it won\'t ""catch"".', 'Add sugar and milk.', 'Stir until sugar is completely dissolved. Add 2 tablespoons vanilla.', 'Place in 1-quart container.', 'When ready to use, place what you need in pan.', 'Bring to rolling boil for a minute and serve over ice cream or dessert.']","['sugar', 'butter', 'chocolate', 'milk']",4,0
Blender Eggnog,"['1 c. milk', '1 egg', '2 Tbsp. sugar', 'a little vanilla']","['Stir or beat in blender all of the ingredients.', 'May add nutmeg, if desired.']","['egg', 'sugar', 'vanilla', 'milk']",4,0
Rainbow Trout,"['whole trout', 'lemon', 'salt', 'pepper', 'butter']","['Take whole trout and put 1/2 lemon into cavity.', 'Salt and pepper cavity.', 'Put 2 pats butter into it also and wrap in aluminum foil to form a boat.', 'Wrap it all the way around trout. Cook on open fire with hot coals for 5 minutes on each side.']","['pepper', 'trout', 'lemon', 'butter', 'salt']",5,0
Old Fashioned Creamy Rice Pudding,"['5 c. milk', '1/2 c. rice', '1/2 c. sugar', '1/2 tsp. salt', '1 tsp. vanilla']","['Bring to a boil 4 cups milk, sugar and rice.', 'Add the rice that has been rinsed well.', 'Simmer slowly, covered.', 'Cook for about 1 hour on low heat.', 'Pour into a greased 9-inch casserole. Add the remaining 1 cup milk and vanilla.', '(Raisins may be added if desired.)', 'Bake in 400° oven until the skin on the pudding is browned.', 'Allow to cool.']","['sugar', 'vanilla', 'milk', 'rice', 'salt']",5,0
"Icing For Jam Cakegroves, Texas  ","['1 c. canned cream', '2 c. sugar', '1 c. butter']",['Bring to a boil until a drop in cup of cold water forms a soft ball.'],"['cream', 'sugar', 'butter']",3,0
Herb Filled Croustades,"['24 slices fresh, soft white sandwich bread', '2 Tbsp. soft butter']","['Cut 3-inch rounds from each slice of bread with a 3-inch plain or fluted cookie cutter; press carefully into well-buttered tiny muffin tins (about 2 inches wide).', 'Bake in preheated 400° oven for about 10 minutes until rims are lightly browned.', 'Fill with the following:']","['bread', 'butter']",2,0
Egg In A Basket(Great Kids Dish)  ,"['1 slice bread', '1 egg']","['Cut a 2-inch circle in center of bread using a jelly glass or juice glass. Place bread in hot, lightly greased skillet. Break egg in center of bread; fry until done. Use the center circle of the bread to toast in skillet. Serve with jelly.']","['bread', 'egg']",2,0
Microwave Even Easier Candies,['1/2 lb. chocolate'],"['In 2-cup glass measure, melt chocolate on High until shiny; stir until smooth.']",['chocolate'],1,0
Sesame Asparagus,"['1 bunch asparagus', '2 tsp. olive oil', '2 tsp. sesame seed']","['Cut rough, hard ends off of asparagus.', 'Spread asparagus in pan.', 'Drizzle with olive oil and sprinkle with sesame seed.', 'Bake in a 500° oven for 10 minutes.']","['sesame seed', 'asparagus', 'olive oil']",3,0
Cali'S Culinary Cuisine,"['1 piece bread', 'a tad of butter']","['Put bread in toaster.', 'Spread butter on bread when it pops up. Enjoy.']","['bread', 'butter']",2,0
Warm Coconut Icing,"['1 1/2 c. sugar', '1 stick butter', '1 small can evaporated milk', '7 oz. coconut']","['In a large skillet, melt butter in sugar, then pour in milk, stirring slowly until mixed well. Bring to boil and maintain a rolling boil, stirring constantly for 5 minutes. Remove from heat and stir in coconut, then cool to desired consistency. Then pour over cake.']","['sugar', 'butter', 'coconut', 'milk']",4,0
Patrick'S Peanut Butter Apples,"['1 apple', '3 Tbsp. peanut butter']","['Wash and core apple.', 'Cut into wedges.', 'Spread peanut butter on wedges.', 'Serves 2 children.']","['apple', 'peanut butter']",2,0
Combination Marmalade,"['1 orange', '1 lemon', '1 grapefruit']","['Quarter, remove seeds, run through food chopper.', 'Measure. Place in large pot.', 'Add 3 cups of water to each cup of pulp. Bring to a boil for 15 minutes.', 'Let stand overnight.', 'Measure out 3 cups of stock into large pot.', 'Bring to a boil.', 'Add 3 cups sugar.', 'Stir to dissolve sugar and cook rapidly to 220°.', 'Remove from heat.', 'Let cool to 190° and pour in clean jars.', 'Seal at once with self-sealing lids.']","['grapefruit', 'orange', 'lemon']",3,0
Amy'S Cookies,"['1 c. peanut butter', '1 c. sugar', '1 egg', '1 tsp. vanilla']","['Mix all ingredients.', 'Roll in balls.', 'Mash with fork.', 'Bake 8 to 12 minutes at 350°.']","['vanilla', 'egg', 'peanut butter', 'sugar']",4,0
Old-Fashioned Bread Pudding,"['1/3 c. uncooked rice', '4 c. milk, scalded', '1/4 tsp. salt', '1/4 c. sugar', '2 Tbsp. butter']","['Combine all ingredients in a flat baking dish and place in a slow oven (300°) and bake for 1 1/2 hours or until rice is perfectly tender and pudding is thick and creamy, not dry.', 'Stir every 15 minutes with a fork, carefully turning the brown top and scraping the edges down.', 'Serve hot or cold.', 'Yields 5 servings.']","['sugar', 'milk', 'rice', 'butter', 'salt']",5,0
Peanut Butter Kisses,"['2 c. dry milk', '1 c. peanut butter', '1/2 c. honey', '1/4 c. coconut']","['In a 2-quart bowl, mix dry milk, peanut butter and honey. Roll dough into balls. Roll the balls in coconut. Makes about 24 kisses.']","['peanut butter', 'honey', 'coconut', 'milk']",4,0
Canadian Vanilla Syrup,"['1 c. sugar', '1 c. milk', '1 tsp. vanilla']","['Bring ingredients to a full boil (frothy).', 'Delicious especially on waffles.']","['sugar', 'vanilla', 'milk']",3,0
"""The Famous Peanut Butter Cookies""","['1 c. peanut butter', '1 c. sugar', '1 tsp. vanilla', '1 egg']","['Mix all ingredients in bowl.', 'Take teaspoon of batter and roll into ball.', 'Put on cookie sheet.', 'Press with fork dipped in sugar, twice.', 'Bake at 350° for 10 to 12 minutes.', 'Makes about 2 to 3 dozen.']","['vanilla', 'egg', 'peanut butter', 'sugar']",4,0
Shrimp Pilaff,"['1 1/2 lb. shrimp', '4 bacon slices, cut into squares and fried until crisp', '1 small minced onion', '2 1/2 c. canned tomatoes', '1 c. uncooked rice', 'salt']","['Partly cook and clean shrimps.', 'Remove bacon from pan and drain.', 'Add other ingredients to bacon fat.', 'Place in double boiler and steam over hot water for 45 minutes.', 'Stir in peeled, cooked shrimp and a pinch of chervil.', 'Turn into a casserole. Bake in a moderate oven for 15 minutes.', 'Serve with Mornay Sauce. Serves 6.']","['bacon', 'tomatoes', 'onion', 'rice', 'shrimp', 'salt']",6,0
Peanut Butter Play Doh,"['2/3 c. honey', '1 c. peanut butter', '2 c. dry milk']","['Knead together.', 'Let children make shapes with cookie cutter or use their imaginations.', 'Guaranteed to occupy children at least 30 minutes!']","['peanut butter', 'honey', 'milk']",3,0
Granny'S Tomatoes,"['2 large cans stewed tomatoes', 'day old bread, cubed', '2 Tbsp. honey']","['Cook tomatoes until they will easily break apart with fork. Break or mash tomatoes and bread until thickened.', 'Let simmer, then add honey.', 'Continue to simmer for about 15 to 20 minutes until bubbly.', ""Don't thicken too much."", 'Should be a medium thickness.']","['honey', 'bread', 'tomatoes']",3,0
Peanut Butter Fondue,"['1 c. milk', '1 c. peanut butter', '1/2 c. honey']","['Mix well.', 'Place over very low heat until mixture is smooth and creamy.']","['peanut butter', 'honey', 'milk']",3,0
Pasta And Peas,"['1 box ditali pasta', '1 bag peas', '1 onion', 'olive oil to cover bottom of pot']","['Chop onion.', 'Put olive oil in pot just to cover the bottom. Heat the oil, then put in onion and saute until golden brown.', 'Put in peas and cook until soft, ten to twenty minutes.', 'Then put a pot of water up for pasta and cook to desired time.', 'After pasta is ready; drain it, then take the peas and pour it onto the pasta and serve.']","['peas', 'olive oil', 'onion', 'pasta']",4,0
